name,alias,part,age,infection,insurance,department,checklist,symptom,complication,treatment,drug,period,rate,money
缺铁性贫血,痿黄,血液血管,所有人，妇女多数,无传染性,医保疾病,血液科 中医科,红细胞检查 异常红细胞形态 血清铁蛋白 血清铁 血清转铁蛋白 [详细],面色苍白 食欲减退 红细胞偏低 红细胞分布宽度偏低 剧烈运动后头晕 [详细],暂无相关资料,药物治疗 [详细],驴胶补血颗粒 健脾生血颗粒 重组人红细胞生... [详细],30-60天,95%,市三甲医院约（500-1000元）
牙周病,牙周疾病,口,所有人群,无传染性,医保疾病,口腔科,牙髓电活力 牙髓冷热诊 [详细],牙龈出血 牙龈痛 齿龈炎 牙周袋形成 牙龈溢脓 [详细],口臭 [详细],药物治疗、手术治疗 [详细],丁硼乳膏 维生素C泡腾片 西瓜霜清咽含片 [详细],1-2个月,85%,
风湿性关节炎,关节炎,关节,除了儿童。其他人群的都有可能,无传染性,医保疾病,风湿科 骨科,血清C反应蛋白 血沉方程K值 关节腔液检查 血清补体C1q 红斑狼疮细胞 [详细],关节疼痛 关节肿胀 弯曲不利 腰骶疼痛 臀部酸痛 [详细],暂无相关资料,药物治疗、物理治疗、推拿治疗、手术治疗 [详细],雪山金罗汉止痛... 风湿定胶囊 奥沙普秦分散片 [详细],3-6月,85%,市三甲医院约3000--8000
心脏病,,心脏,所有人群,无传染性,医保疾病,心血管内科 心胸外科,多普勒超声心动图 心脏血管超声检查 心血管MRI 心电图 平衡法放射性核素心血管造影 [详细],心动过速 胸痛 发绀 窒息 心悸 [详细],暂无相关资料,药物治疗 [详细],氧 香丹注射液 盐酸多巴酚丁胺... [详细],1-3个月,30%,市三甲医院约（15000 —— 18000元）
鼻炎,,鼻,所有人群,无传染性,医保疾病,耳鼻喉科,前鼻镜 鼻部检查 鼻腔检查 鼻内激发试验 健康体检 [详细],流鼻涕 鼻塞 嗅觉丧失 头痛 鼻痒 [详细],小儿过敏性鼻炎 慢性鼻炎 常年性鼻炎 血管运动性鼻炎 嗜酸细胞增多性非变态反应性鼻炎 [详细],药物治疗 [详细],鼻炎康片 康乐鼻炎片 千柏鼻炎片 [详细],1--2周(急性鼻炎1-2周，慢性需1-2年),90%(急性鼻炎治愈率90%，慢性鼻炎治愈率20-,市三甲医院约（1000 —— 3000元）
慢性宫颈炎,慢性子宫颈炎,子宫,女性,无传染性,非医保疾病,妇科,阴道活检 白带常规 盆腔和阴道B超 妇科的保健体检 妇科炎症检查 [详细],白带增多 下腹痛 腰骶疼痛 月经失调 女性不孕 [详细],不孕症 阴道炎 [详细],中医药物治疗、物理治疗 [详细],抗宫炎片 妇科千金片 抗妇炎胶囊 [详细],7-10天,>80%,市三甲医院约500-1000元
毛囊炎,疖,皮肤,所有人群，多见于成人,无传染性,医保疾病,皮肤科 中西医结合科,,毛囊性呈鳞片状角化 丘疹 脓疱 毛囊角栓 上半身热刺激性多汗 [详细],,药物治疗 [详细],莫匹罗星软膏 克林霉素甲硝唑... 乙酰麦迪霉素干... [详细],7-10天,63%,
小儿发烧,"小儿高热,小儿发热",全身,婴幼儿,无传染性,非医保疾病,儿科 呼吸内科,肥达氏反应 体温 白细胞数 淋巴细胞数 回归热螺旋体 [详细],低烧 高热 小儿发热 [详细],营养不良 低钠血症 脱水 脑病 心力衰竭 [详细],药物治疗、物理治疗 [详细],感冒清热颗粒 小儿热速清糖浆 小儿肺热平胶囊 [详细],10-15天,85%,
附睾炎,,睾丸,青年及中年男性,无传染性,医保疾病,男科 泌尿外科,阴囊超声检查 血支原体抗体 提睾反射 [详细],睾丸疼痛 附睾肿大发硬 发烧 输精管变粗 男性小腹痛 [详细],,药物治疗 [详细],茴香橘核丸 二十八味槟榔丸 甲苯磺酸妥舒沙... [详细],3-6个月,60%,
慢性胆囊炎,胆囊炎，胆胀,胆,老年人,无传染性,医保疾病,消化内科 肝胆外科,静脉胆道造影 胆道造影 胆囊胆道B超 血清化学检查 胆囊触诊 [详细],恶心与呕吐 上腹不适 胆囊触痛征 胆囊积水 胆囊扣痛 [详细],黄疸 胆囊炎 胆囊癌 发作性睡病 肝胆湿热 [详细],药物治疗、支持疗法 [详细],复方金钱草颗粒 鸡骨草胶囊 熊去氧胆酸片 [详细],5-15天,80%,市三甲医院约（5000 —— 8000元）
口臭,"口气,口腔异味",口,所有人群,无传染性,医保疾病,口腔科,口腔内窥镜 [详细],热痰口臭 胃火口臭 虚热口臭 食积口臭 嗳气时有腐败鸡蛋的气味 [详细],,中医药物治疗 [详细],丁硼乳膏 维生素C泡腾片 西瓜霜清咽含片 [详细],3-6个月,80%,
霉菌性外阴炎,念珠菌外阴炎,外阴,妊娠期妇女、女性糖尿病患者,有传染性,非医保疾病,妇科,子宫颈涂片测试 阴道分泌物涂片 直接涂片检查 外阴部妇科常规检查 阴道病原体 [详细],外阴烧灼刺激感 性交疼痛 外阴皮肤肿胀 尿痛 会阴溃疡 [详细],尿道炎 宫颈炎 [详细],西医药物治疗 [详细],妇科千金片 洁尔阴泡腾片 消糜栓 [详细],2-4周,100%，但可能会反复感染,
猪流感,"甲型H1N1流感,甲流",全身,所有人群,有传染性,医保疾病,传染科 呼吸内科,胸透 血清流感病毒抗体 [详细],发烧 周身不适 咳嗽 咽痛 食欲异常 [详细],肺炎 胸膜炎 支气管炎 气管炎 [详细],药物治疗 [详细],四季抗病毒合剂 甲型H1N1流感病... 甲型H1N1流感病... [详细],1-3周,70%,市三甲医院约（10000 —— 20000元）;
麻疹,小儿麻疹,全身,儿童，少年，成人,有传染性,医保疾病,传染科 儿科,腹部皮肤检查 脱落细胞 血清抗麻疹病毒抗体 植物血凝素试验 淋巴细胞计数 T细胞花环形成试验 淋巴细胞转换试验 FBC玫瑰花试验 结核菌素皮内试验 血凝抑制试验 [详细],发烧 上呼吸道卡他症状 红斑样皮疹 斑丘疹 麻疹面容 [详细],癫痫 百日咳 心肌炎 白喉 肺脓肿 [详细],药物治疗 [详细],盐酸西替利嗪胶... 盐酸赛庚啶片 炉甘石洗剂 [详细],3-6月,80%,市三甲医院约（5000-10000元）;
前列腺癌,,前列腺,中老年男性,无传染性,医保疾病,肿瘤科 泌尿外科,内生殖器检查 泌尿系统CT 前列腺、精囊腺的超声检查 血清肿瘤基因P53抗体 MRI [详细],尿流中断 前列腺硬结 急性尿潴留 血尿伴排尿不畅 尿后滴沥 [详细],,治愈性治疗、姑息性治疗 [详细],氟他胺片 氟他胺胶囊 醋酸甲地孕酮分... [详细],20--30天(一般手术治疗周期一般在20-30天左,50%(这个通过手术治疗，5年生存率在50%左右,
原发性肝癌,肝癌,肝,中老年人群,无传染性,医保疾病,肿瘤科 肝病,血清异常凝血酶原 血清胎儿碱性蛋白 肝显像 蛋白质类肿瘤标志物 脏器声学造影 [详细],肝区痛 乏力 纳差 食欲下降 腹水 [详细],肝性脑病 肝硬化 贫血 胃病 消化道出血 [详细],手术治疗 [详细],消癌平糖浆 注射用核糖核酸... 固元片 [详细],2-4年,5年生存率30%,
焦虑症,焦虑性神经症，焦虑障碍,心理,35岁以前的女性,无传染性,非医保疾病,精神病科 神经内科,暂无相关资料,焦虑 坐立不安 失眠 严重情绪障碍 抑郁 [详细],抑郁症 神经衰弱 睡眠障碍 [详细],药物治疗、心理疗法 [详细],普瑞巴林胶囊 盐酸度洛西汀肠... 阿米替林片 [详细],1个月,70%,市三甲医院约（500-1000元）
肾积水,,肾,所有人群,无传染性,医保疾病,肾内科 泌尿外科,全身骨骼疾病排查 肾功能 尿常规 尿路平片 肾图 [详细],肾盂积水 腹部肿块 少尿 恶心与呕吐 肾部积水现象 [详细],高血压 肾积脓 肾结石 [详细],西医药物治疗、中医药物治疗 [详细],八正合剂 谷丙甘氨酸胶囊 盐酸坦洛新缓释... [详细],7--21天,80%,
神经性皮炎,慢性单纯苔藓,皮肤,所有人群，老人、儿童少见。,无传染性,医保疾病,皮肤科 中医科,皮肤试验 [详细],丘疹 瘙痒 肛周皮肤有湿疹 鳞屑 四肢苔藓样变 [详细],毛囊炎 [详细],药物治疗 [详细],冰黄肤乐软膏 复方醋酸氟轻松... 醋酸曲安奈德乳... [详细],>120天(终身间歇性治疗),暂无相关资料,
脱发,掉头发，秃头，鬼剃头,头部 皮肤,所有人群，大多是中老年人，男性多于女性,无传染性,医保疾病,皮肤科 内分泌科,毛发 毛发矿物质 [详细],永久性秃发 毛发脱落 病理性脱发 肿瘤性脱发 梳头或洗头时头发脱落增加 [详细],,药物治疗 [详细],养血生发胶囊 固肾生发丸 胱氨酸片 [详细],10-30天,60%,
胰腺炎,胰瘅,胰腺,所有人群,无传染性,医保疾病,消化内科 肝胆外科,二氧化碳结合力 腹部MRI 腹部CT 纤维肠镜 胰脏触诊 [详细],肚子疼 上腹部疼痛 上腹及腰背部有“束带感” 右上腹持续性剧痛并向右肩部放射 恶心与呕吐 [详细],暂无相关资料,药物治疗、手术治疗 [详细],清胰利胆颗粒 胰酶肠溶胶囊 盐酸屈他维林注... [详细],,95%,市三甲医院约（3000-5000元）
低血糖,,血液血管 胰腺,糖尿病患者，中老年人,无传染性,非医保疾病,内分泌科,血清胰岛素原 胰高糖素激发试验 胰高血糖素 自我血糖监测 胰岛素低血糖兴奋GH、ACTH试验 [详细],神经质性格 颤抖 眩晕欲扑 心悸 视力障碍 [详细],痴呆 [详细],药物治疗、支持疗法 [详细],黄芪颗粒 当归补血口服液 七叶神安片 [详细],,95%,
小儿肺炎,"小儿急性肺炎,小儿急性支气管肺炎",肺,3岁以内的婴幼儿,无传染性,医保疾病,儿科 呼吸内科,儿童体检 波顿格征 支原体检查 胸部平片 痰液病原体 [详细],小儿发热 小儿咳嗽 痰鸣音 小支气管粘膜水肿 流鼻涕 [详细],气胸 肺气肿 便秘 咯血 金黄色葡萄球菌肺炎 [详细],药物治疗 [详细],蛇胆川贝胶囊 贝羚胶囊 咳喘静糖浆 [详细],2-4周,80%,
急性肠胃炎,急性胃肠炎,胃 肠,所有人群,无传染性,医保疾病,消化内科,便常规 粪细菌培养 胃钡餐造影 胃总酸度 [详细],肠道吸收水分增加 恶心与呕吐 小儿前囟凹陷 发烧 腹泻为水样带黏液恶臭无脓血 [详细],脱水 [详细],药物治疗、支持疗法 [详细],腹可安片 枫蓼肠胃康分散... 枫蓼肠胃康合剂 [详细],治疗周期7天,治愈率99%,
脑出血,脑溢血,颅脑 血液血管,老年人 ，常发生于50～70岁，男性略多,无传染性,医保疾病,脑外科 血管外科,脑血流测定 头颅平片 颅内压监测 颅脑超声检查 脑电图 [详细],言语功能的部分丧失 血压高 桥脑出血 脑干出血 中度昏迷 [详细],褥疮 高血压 抑郁症 情感障碍 应激性溃疡 [详细],内科保守治疗、外科手术治疗 [详细],果糖二磷酸钠口... 安宫牛黄丸 长春西汀片 [详细],21天,81%,
阴虱病,虱病,皮肤,所有人群,有传染性,医保疾病,传染科 皮肤科,虱检查 [详细],瘙痒 细菌感染 丘疹 斑疹 血痂 [详细],毛囊炎 [详细],药物治疗 [详细],林旦乳膏 林旦乳膏 林旦乳膏 [详细],7天,90%,不同医院收费标准不一致，市三甲医院约（500-1000元）;
慢性肾炎,"慢性肾小球肾炎,肾炎",肾,青、中年男性,无传染性,医保疾病,肾内科,血清化学检查 血清阴离子 尿酚红排泄试验 尿常规 尿液细胞学检查 [详细],蛋白尿 水肿 血压高 慢性肾功能不全 [详细],尿路感染 肾功能不全 营养不良 慢性肾炎 贫血 [详细],药物治疗 [详细],黄葵胶囊 复方α-酮酸片 吗替麦考酚酯胶... [详细],2-6月,95%,市三甲医院约（3000 —— 5000元）
白内障,"老年性白内障,年龄相关性白内障",眼,儿童、老年人,无传染性,医保疾病,眼科 老年科,常规小瞳孔检查 瞳孔检查 视力筛查仪 晶状体检查 Farnsworth15色标试验 [详细],视力障碍 瞳孔变白 眼球调节功能减退或消失 玻璃体经瞳孔向前房凸出 眼压升高 [详细],青光眼 黄斑囊样水肿 玻璃体积血 脉络膜脱离 葡萄膜炎 [详细],药物治疗、手术治疗 [详细],苄达赖氨酸滴眼... 拨云退翳丸 杞菊地黄丸(浓... [详细],1-2个月,90%(外科手术治疗),
甲状腺癌,恶性甲状腺肿，石瘿,甲状腺,中老年人群,无传染性,医保疾病,肿瘤科 外科,外科检查 血清甲状腺球蛋白 血清降钙素 MRI 甲状腺放射性核素显像 [详细],甲状腺结节 无痛性硬实结节 颌下淋巴结肿大压痛 肺部转移 骨转移 [详细],,药物治疗、手术治疗 [详细],博尔宁胶囊 平消片 安替可胶囊 [详细],1-3个月,10%,
肝硬化,,肝,20～50岁的男性,无传染性,医保疾病,肝病 消化内科,肝脏及胆囊叩诊 肝压痛 胸腹水常规检查 大生化检查 血浆凝血因子Ⅱ活性 [详细],疲乏 食欲不振 门脉高压 呕血 大便黑色 [详细],肝性脑病 腹膜炎 黄疸 肺炎 原发性肝癌 [详细],药物治疗、饮食疗法、手术治疗 [详细],肝喜乐胶囊 复方木鸡颗粒 水飞蓟宾胶囊 [详细],3个月,60%,市三甲医院约（3000 —— 8000元
多囊卵巢综合征,硬化性囊性卵巢综合征，Rokitansky瘤,卵巢 全身,女性，肥胖女性,无传染性,医保疾病,妇科,HCG 地塞米松抑制试验 卵巢肿瘤标记 雌激素 睾酮 [详细],月经稀少 女性不孕 肥胖 卵巢性多毛 卵巢性闭经 [详细],外阴肿瘤 卵巢肿瘤 心血管和血栓栓塞综合征 [详细],药物治疗 [详细],调经促孕丸 益母草颗粒 加味益母草膏 [详细],国内最认可的有效治疗手段的该病治疗周期（,一般在正规综合三甲医院的典型病例治愈率（,
过敏性紫癜,"亨诺-许兰综合征,葡萄疫,血风疮",皮肤 全身,儿童及青少年,无传染性,医保疾病,血液科 中医科,腹部皮肤检查 束臂试验 便常规 尿常规 血常规 [详细],紫癜 关节肿胀 关节疼痛 皮肤出血点 全身性血管损害 [详细],哮喘 血尿 肾病综合征 高血压 消化道出血 [详细],药物治疗 [详细],转移因子胶囊 肾上腺色腙片 复方维生素C钠... [详细],7-10天,90%,市三甲医院约（3000-5000元）
拉肚子,"腹泻,泻肚子",肠,所有人群，经常乱吃东西的人，肠胃敏感的人,无传染性,医保疾病,消化内科,蛋白质、氨基酸分解产物试验 伦代试验 胶囊内视镜 平均红细胞血红蛋白浓度 血清铜 [详细],水样便 脂肪泻 乳糜泻 爆发性水泻 稀便 [详细],心肌炎 猝死 病毒性心肌炎 胃病 心绞痛 [详细],药物治疗、饮食治疗 [详细],参倍固肠胶囊 止泻灵片 绿梅止泻颗粒 [详细],3-7天,98%,
新生儿黄疸,新生儿生理性黄疸，胎黄,全身,刚出生的婴儿,无传染性,医保疾病,儿科 产科,儿童五官科检查 尿二胆 婴幼儿健康检查 肝功能 血清总胆红素 [详细],生理性黄疸 巩膜黄染 婴儿脸色发黄 胎黄 新生儿母乳喂养后出现黄疸 [详细],黄疸 新生儿黄疸 胎毒 [详细],药物治疗、蓝光照射 [详细],当飞利肝宁胶囊 九味獐牙菜丸 复方大青叶合剂 [详细],14天,99%,市三甲医院约（5000 —— 10000元）
心肌炎,,心脏,青壮年人群,无传染性,医保疾病,心血管内科 心胸外科,涂片 心电图 胸部平片 血清抗心肌抗体 二维超声心动图 [详细],恶心与呕吐 疲劳 不典型胸痛 胸闷 心悸 [详细],急性心力衰竭 心肌病 休克 心源性休克 心力衰竭 [详细],药物治疗 [详细],辅酶Q10胶囊 果糖二磷酸钠口... 甲泼尼龙片 [详细],6个月,95%,市三甲医院约（3000-5000元）
中风,脑卒中，卒中,颅脑 血液血管,中老年人、男性多见,无传染性,非医保疾病,脑外科 血管外科,CT造影扫描 脑电图 脑脊液的化学检查 脑脊液动力学试验 [详细],偏瘫 感觉障碍 偏盲 恶心与呕吐 头痛 [详细],脑出血 脑疝 褥疮 意识障碍 营养不良 [详细],西药治疗、中药治疗、针灸治疗 [详细],血塞通泡腾片 血塞通分散片 灯盏花素片 [详细],,50%,
胆囊息肉,"胆囊息肉样病变,胆囊隆起性病变",胆,23-55周岁，男性多于女性,无传染性,医保疾病,肝胆外科,胆囊胆道B超 胆囊B超 胆固醇酯 口服胆囊造影 静脉胆囊、胆道造影 [详细],右上腹痛 胆绞痛 恶心与呕吐 食欲下降 息肉样损害 [详细],胆囊癌 [详细],手术治疗 [详细],乌军治胆胶囊 结扎血管夹 胆道镜 [详细],2-4周,95%,
骨质疏松,骨质疏松症,骨,所有人群 ，老年人最多,无传染性,医保疾病,骨科 中医科,亚健康人群体检 维生素U 血清骨钙素 尿羟脯氨酸 骨密度 [详细],广泛性骨质疏松 驼背 骨骼变形缩短 胸椎畸形 全身骨骼肌收缩 [详细],骨折 [详细],中医治疗、西医治疗 [详细],氯膦酸二钠片 骨松宝颗粒 乳酸钙颗粒 [详细],1-2个月,10%,市三甲医院约（1000 —— 3000元）
偏头痛,偏头风,颅脑,女性占2/3以上， 10岁前、20岁前、40岁前发病分别为25%， 55%， 90%。,无传染性,医保疾病,神经内科,脑电图 脑血流图 脑脊液检查-化学检查-蛋白质检查 脑脊液神经降压肽 [详细],单侧头痛 电击样痛或刺痛的头痛 头痛为搏动性 儿童偏头痛 神经官能症状 [详细],意识障碍 眩晕 高血压 低血压 呕吐 [详细],药物治疗、物理疗法 [详细],苯甲酸利扎曲普... 普瑞巴林胶囊 布洛芬缓释胶囊 [详细],10--21天,70--90%,市三甲医院约（30--50）
